,timestamp,seq_num,digital_0,digital_1,digital_2,digital_3,ecg,eda,acc
0,0.6219348907470703,0.0,1.0,1.0,0.0,0.0,494.0,0.0,616.0
1,0.6219348907470703,1.0,1.0,1.0,0.0,0.0,494.0,0.0,620.0
2,0.6219348907470703,2.0,1.0,1.0,0.0,0.0,495.0,0.0,616.0
3,0.6219348907470703,3.0,1.0,1.0,0.0,0.0,499.0,0.0,616.0
4,0.6219348907470703,4.0,1.0,1.0,0.0,0.0,499.0,0.0,616.0
5,0.6219348907470703,5.0,1.0,1.0,0.0,0.0,501.0,0.0,611.0
6,0.6219348907470703,6.0,1.0,1.0,0.0,0.0,502.0,0.0,617.0
7,0.6219348907470703,7.0,1.0,1.0,0.0,0.0,504.0,0.0,615.0
8,0.6219348907470703,8.0,1.0,1.0,0.0,0.0,505.0,0.0,616.0
9,0.6219348907470703,9.0,1.0,1.0,0.0,0.0,507.0,0.0,620.0
10,0.6219348907470703,10.0,1.0,1.0,0.0,0.0,507.0,0.0,615.0
11,0.6219348907470703,11.0,1.0,1.0,0.0,0.0,508.0,0.0,617.0
12,0.6219348907470703,12.0,1.0,1.0,0.0,0.0,509.0,0.0,616.0
13,0.6219348907470703,13.0,1.0,1.0,0.0,0.0,512.0,0.0,612.0
14,0.6219348907470703,14.0,1.0,1.0,0.0,0.0,512.0,0.0,617.0
15,0.6219348907470703,15.0,1.0,1.0,0.0,0.0,510.0,0.0,616.0
16,0.6219348907470703,0.0,1.0,1.0,0.0,0.0,507.0,0.0,617.0
17,0.6219348907470703,1.0,1.0,1.0,0.0,0.0,503.0,0.0,620.0
18,0.6219348907470703,2.0,1.0,1.0,0.0,0.0,501.0,0.0,617.0
19,0.6219348907470703,3.0,1.0,1.0,0.0,0.0,499.0,0.0,618.0
20,0.6219348907470703,4.0,1.0,1.0,0.0,0.0,497.0,0.0,616.0
21,0.6219348907470703,5.0,1.0,1.0,0.0,0.0,499.0,0.0,613.0
22,0.6219348907470703,6.0,1.0,1.0,0.0,0.0,502.0,0.0,616.0
23,0.6219348907470703,7.0,1.0,1.0,0.0,0.0,504.0,0.0,614.0
24,0.6219348907470703,8.0,1.0,1.0,0.0,0.0,504.0,0.0,616.0
25,0.6219348907470703,9.0,1.0,1.0,0.0,0.0,505.0,0.0,619.0
26,0.6219348907470703,10.0,1.0,1.0,0.0,0.0,507.0,0.0,617.0
27,0.6219348907470703,11.0,1.0,1.0,0.0,0.0,509.0,0.0,615.0
28,0.6219348907470703,12.0,1.0,1.0,0.0,0.0,509.0,0.0,617.0
29,0.6219348907470703,13.0,1.0,1.0,0.0,0.0,509.0,0.0,612.0
30,0.6219348907470703,14.0,1.0,1.0,0.0,0.0,508.0,0.0,615.0
31,0.6219348907470703,15.0,1.0,1.0,0.0,0.0,515.0,0.0,616.0
32,0.6219348907470703,0.0,1.0,1.0,0.0,0.0,515.0,0.0,615.0
33,0.6219348907470703,1.0,1.0,1.0,0.0,0.0,519.0,0.0,620.0
34,0.6219348907470703,2.0,1.0,1.0,0.0,0.0,517.0,0.0,617.0
35,0.6219348907470703,3.0,1.0,1.0,0.0,0.0,511.0,0.0,618.0
36,0.6219348907470703,4.0,1.0,1.0,0.0,0.0,508.0,0.0,617.0
37,0.6219348907470703,5.0,1.0,1.0,0.0,0.0,505.0,0.0,612.0
38,0.6219348907470703,6.0,1.0,1.0,0.0,0.0,501.0,0.0,616.0
39,0.6219348907470703,7.0,1.0,1.0,0.0,0.0,497.0,0.0,616.0
40,0.6219348907470703,8.0,1.0,1.0,0.0,0.0,498.0,0.0,616.0
41,0.6219348907470703,9.0,1.0,1.0,0.0,0.0,497.0,0.0,619.0
42,0.6219348907470703,10.0,1.0,1.0,0.0,0.0,502.0,0.0,616.0
43,0.6219348907470703,11.0,1.0,1.0,0.0,0.0,504.0,0.0,617.0
44,0.6219348907470703,12.0,1.0,1.0,0.0,0.0,502.0,0.0,615.0
45,0.6219348907470703,13.0,1.0,1.0,0.0,0.0,505.0,0.0,612.0
46,0.6219348907470703,14.0,1.0,1.0,0.0,0.0,507.0,0.0,616.0
47,0.6219348907470703,15.0,1.0,1.0,0.0,0.0,508.0,0.0,615.0
48,0.6219348907470703,0.0,1.0,1.0,0.0,0.0,508.0,0.0,616.0
49,0.6219348907470703,1.0,1.0,1.0,0.0,0.0,508.0,0.0,620.0
50,0.6219348907470703,2.0,1.0,1.0,0.0,0.0,511.0,0.0,616.0
51,0.6219348907470703,3.0,1.0,1.0,0.0,0.0,515.0,0.0,620.0
52,0.6219348907470703,4.0,1.0,1.0,0.0,0.0,517.0,0.0,616.0
